2017-03-25 20:40:52.213840: step 0, loss = 4.68 (57.7 examples/sec; 2.217 sec/batch)
2017-03-26 00:36:45.757697: step 81460, loss = 0.75 (740.3 examples/sec; 0.173 sec/batch)
2017-03-26 00:36:47.499561: step 81470, loss = 0.73 (734.8 examples/sec; 0.174 sec/batch)
2017-03-26 00:36:49.234258: step 81480, loss = 0.63 (737.9 examples/sec; 0.173 sec/batch)
2017-03-26 00:36:50.984890: step 81490, loss = 0.84 (731.2 examples/sec; 0.175 sec/batch)
2017-03-26 00:36:52.925774: step 81500, loss = 0.60 (659.5 examples/sec; 0.194 sec/batch)
2017-03-26 00:36:54.463616: step 81510, loss = 0.69 (832.3 examples/sec; 0.154 sec/batch)
2017-03-26 00:36:56.198905: step 81520, loss = 0.78 (737.6 examples/sec; 0.174 sec/batch)
2017-03-26 00:36:57.932949: step 81530, loss = 0.57 (738.1 examples/sec; 0.173 sec/batch)
2017-03-26 00:36:59.688700: step 81540, loss = 0.71 (729.0 examples/sec; 0.176 sec/batch)
2017-03-26 00:37:01.433941: step 81550, loss = 0.67 (733.7 examples/sec; 0.174 sec/batch)
2017-03-26 00:37:03.177282: step 81560, loss = 0.76 (734.0 examples/sec; 0.174 sec/batch)
2017-03-26 00:37:04.927150: step 81570, loss = 0.69 (731.5 examples/sec; 0.175 sec/batch)
2017-03-26 00:37:06.678080: step 81580, loss = 0.61 (731.0 examples/sec; 0.175 sec/batch)
2017-03-26 00:37:08.424941: step 81590, loss = 0.69 (732.7 examples/sec; 0.175 sec/batch)
2017-03-26 00:37:10.320939: step 81600, loss = 0.78 (675.1 examples/sec; 0.190 sec/batch)
2017-03-26 00:37:11.942236: step 81610, loss = 0.58 (789.5 examples/sec; 0.162 sec/batch)
2017-03-26 00:37:13.688194: step 81620, loss = 0.71 (733.1 examples/sec; 0.175 sec/batch)
2017-03-26 00:37:15.432761: step 81630, loss = 0.69 (733.7 examples/sec; 0.174 sec/batch)
2017-03-26 00:37:17.171158: step 81640, loss = 0.66 (736.4 examples/sec; 0.174 sec/batch)
2017-03-26 00:37:18.916485: step 81650, loss = 0.75 (733.3 examples/sec; 0.175 sec/batch)
2017-03-26 00:37:20.659129: step 81660, loss = 0.70 (734.5 examples/sec; 0.174 sec/batch)
2017-03-26 00:37:22.400196: step 81670, loss = 0.64 (735.2 examples/sec; 0.174 sec/batch)
2017-03-26 00:37:24.144850: step 81680, loss = 0.76 (733.7 examples/sec; 0.174 sec/batch)
2017-03-26 00:37:25.894588: step 81690, loss = 0.69 (731.5 examples/sec; 0.175 sec/batch)
2017-03-26 00:37:27.799848: step 81700, loss = 0.63 (672.4 examples/sec; 0.190 sec/batch)
2017-03-26 00:37:29.428502: step 81710, loss = 0.67 (785.1 examples/sec; 0.163 sec/batch)
2017-03-26 00:37:31.185712: step 81720, loss = 0.64 (728.4 examples/sec; 0.176 sec/batch)
2017-03-26 00:37:32.923695: step 81730, loss = 0.70 (736.5 examples/sec; 0.174 sec/batch)
2017-03-26 00:37:34.661976: step 81740, loss = 0.68 (736.4 examples/sec; 0.174 sec/batch)
2017-03-26 00:37:36.406581: step 81750, loss = 0.77 (733.9 examples/sec; 0.174 sec/batch)
2017-03-26 00:37:38.145907: step 81760, loss = 0.83 (735.7 examples/sec; 0.174 sec/batch)
2017-03-26 00:37:39.885882: step 81770, loss = 0.82 (735.7 examples/sec; 0.174 sec/batch)
2017-03-26 00:37:41.642800: step 81780, loss = 0.71 (728.5 examples/sec; 0.176 sec/batch)
2017-03-26 00:37:43.368394: step 81790, loss = 0.64 (741.8 examples/sec; 0.173 sec/batch)
2017-03-26 00:37:45.259276: step 81800, loss = 0.73 (677.3 examples/sec; 0.189 sec/batch)
2017-03-26 00:37:46.883234: step 81810, loss = 0.74 (787.7 examples/sec; 0.162 sec/batch)
2017-03-26 00:37:48.626468: step 81820, loss = 0.65 (734.2 examples/sec; 0.174 sec/batch)
2017-03-26 00:37:50.364763: step 81830, loss = 0.52 (736.4 examples/sec; 0.174 sec/batch)
2017-03-26 00:37:52.103047: step 81840, loss = 0.72 (736.5 examples/sec; 0.174 sec/batch)
2017-03-26 00:37:53.849183: step 81850, loss = 0.66 (733.0 examples/sec; 0.175 sec/batch)
2017-03-26 00:37:55.595358: step 81860, loss = 0.62 (732.9 examples/sec; 0.175 sec/batch)
2017-03-26 00:37:57.329890: step 81870, loss = 0.63 (738.0 examples/sec; 0.173 sec/batch)
2017-03-26 00:37:59.070726: step 81880, loss = 0.62 (735.3 examples/sec; 0.174 sec/batch)
2017-03-26 00:38:00.811708: step 81890, loss = 0.65 (735.2 examples/sec; 0.174 sec/batch)
2017-03-26 00:38:02.714053: step 81900, loss = 0.68 (672.9 examples/sec; 0.190 sec/batch)
2017-03-26 00:38:04.348920: step 81910, loss = 0.81 (783.1 examples/sec; 0.163 sec/batch)
2017-03-26 00:38:06.090192: step 81920, loss = 0.56 (735.0 examples/sec; 0.174 sec/batch)
2017-03-26 00:38:07.836736: step 81930, loss = 0.75 (732.9 examples/sec; 0.175 sec/batch)
2017-03-26 00:38:09.573196: step 81940, loss = 0.76 (737.1 examples/sec; 0.174 sec/batch)
2017-03-26 00:38:11.317145: step 81950, loss = 0.73 (734.0 examples/sec; 0.174 sec/batch)
2017-03-26 00:38:13.051797: step 81960, loss = 0.63 (737.9 examples/sec; 0.173 sec/batch)
2017-03-26 00:38:14.797271: step 81970, loss = 0.79 (733.3 examples/sec; 0.175 sec/batch)
2017-03-26 00:38:16.537869: step 81980, loss = 0.60 (735.4 examples/sec; 0.174 sec/batch)
2017-03-26 00:38:18.286560: step 81990, loss = 0.61 (732.0 examples/sec; 0.175 sec/batch)
2017-03-26 00:38:20.191428: step 82000, loss = 0.83 (672.2 examples/sec; 0.190 sec/batch)
2017-03-26 00:38:21.813251: step 82010, loss = 0.66 (788.9 examples/sec; 0.162 sec/batch)
2017-03-26 00:38:23.553446: step 82020, loss = 0.69 (735.5 examples/sec; 0.174 sec/batch)
2017-03-26 00:38:25.304239: step 82030, loss = 0.63 (731.1 examples/sec; 0.175 sec/batch)
2017-03-26 00:38:27.047053: step 82040, loss = 0.74 (734.6 examples/sec; 0.174 sec/batch)
2017-03-26 00:38:28.795843: step 82050, loss = 0.72 (731.8 examples/sec; 0.175 sec/batch)
2017-03-26 00:38:30.523362: step 82060, loss = 0.59 (741.1 examples/sec; 0.173 sec/batch)
2017-03-26 00:38:32.269718: step 82070, loss = 0.53 (732.8 examples/sec; 0.175 sec/batch)
2017-03-26 00:38:34.005753: step 82080, loss = 0.72 (737.3 examples/sec; 0.174 sec/batch)
2017-03-26 00:38:35.736432: step 82090, loss = 0.64 (739.6 examples/sec; 0.173 sec/batch)
2017-03-26 00:38:37.708161: step 82100, loss = 0.74 (649.7 examples/sec; 0.197 sec/batch)
2017-03-26 00:38:39.259831: step 82110, loss = 0.65 (824.1 examples/sec; 0.155 sec/batch)
2017-03-26 00:38:41.013472: step 82120, loss = 0.74 (729.9 examples/sec; 0.175 sec/batch)
2017-03-26 00:38:42.763228: step 82130, loss = 0.81 (731.5 examples/sec; 0.175 sec/batch)
2017-03-26 00:38:44.505677: step 82140, loss = 0.73 (734.6 examples/sec; 0.174 sec/batch)
2017-03-26 00:38:46.244001: step 82150, loss = 0.65 (736.3 examples/sec; 0.174 sec/batch)
2017-03-26 00:38:47.985608: step 82160, loss = 0.63 (735.0 examples/sec; 0.174 sec/batch)
2017-03-26 00:38:49.717502: step 82170, loss = 0.85 (739.1 examples/sec; 0.173 sec/batch)
2017-03-26 00:38:51.449968: step 82180, loss = 0.74 (738.8 examples/sec; 0.173 sec/batch)
2017-03-26 00:38:53.190157: step 82190, loss = 0.65 (735.6 examples/sec; 0.174 sec/batch)
2017-03-26 00:38:55.116707: step 82200, loss = 0.76 (664.4 examples/sec; 0.193 sec/batch)
2017-03-26 00:38:56.724703: step 82210, loss = 0.63 (796.0 examples/sec; 0.161 sec/batch)
2017-03-26 00:38:58.463441: step 82220, loss = 0.67 (736.2 examples/sec; 0.174 sec/batch)
2017-03-26 00:39:00.194077: step 82230, loss = 0.71 (739.6 examples/sec; 0.173 sec/batch)
2017-03-26 00:39:01.943633: step 82240, loss = 0.74 (731.6 examples/sec; 0.175 sec/batch)
2017-03-26 00:39:03.680518: step 82250, loss = 0.70 (737.0 examples/sec; 0.174 sec/batch)
2017-03-26 00:39:05.424542: step 82260, loss = 0.68 (733.9 examples/sec; 0.174 sec/batch)
2017-03-26 00:39:07.171018: step 82270, loss = 0.70 (732.9 examples/sec; 0.175 sec/batch)
2017-03-26 00:39:08.916477: step 82280, loss = 0.59 (733.4 examples/sec; 0.175 sec/batch)
2017-03-26 00:39:10.667116: step 82290, loss = 0.68 (731.4 examples/sec; 0.175 sec/batch)
2017-03-26 00:39:12.631233: step 82300, loss = 0.65 (651.7 examples/sec; 0.196 sec/batch)
2017-03-26 00:39:14.189059: step 82310, loss = 0.67 (821.3 examples/sec; 0.156 sec/batch)
2017-03-26 00:39:15.930348: step 82320, loss = 0.56 (735.1 examples/sec; 0.174 sec/batch)
2017-03-26 00:39:17.675797: step 82330, loss = 0.75 (733.3 examples/sec; 0.175 sec/batch)
2017-03-26 00:39:19.427837: step 82340, loss = 0.75 (730.6 examples/sec; 0.175 sec/batch)
2017-03-26 00:39:21.162048: step 82350, loss = 0.79 (738.7 examples/sec; 0.173 sec/batch)
2017-03-26 00:39:22.895135: step 82360, loss = 0.85 (738.0 examples/sec; 0.173 sec/batch)
2017-03-26 00:39:24.635845: step 82370, loss = 0.68 (735.3 examples/sec; 0.174 sec/batch)
2017-03-26 00:39:26.383753: step 82380, loss = 0.77 (732.3 examples/sec; 0.175 sec/batch)
2017-03-26 00:39:28.119341: step 82390, loss = 0.64 (737.5 examples/sec; 0.174 sec/batch)
2017-03-26 00:39:30.012238: step 82400, loss = 0.81 (676.5 examples/sec; 0.189 sec/batch)
2017-03-26 00:39:31.625980: step 82410, loss = 0.74 (792.8 examples/sec; 0.161 sec/batch)
2017-03-26 00:39:33.372752: step 82420, loss = 0.66 (732.8 examples/sec; 0.175 sec/batch)
2017-03-26 00:39:35.103290: step 82430, loss = 0.74 (739.7 examples/sec; 0.173 sec/batch)
2017-03-26 00:39:36.839645: step 82440, loss = 0.90 (737.3 examples/sec; 0.174 sec/batch)
2017-03-26 00:39:38.575200: step 82450, loss = 0.78 (737.4 examples/sec; 0.174 sec/batch)
2017-03-26 00:39:40.309290: step 82460, loss = 0.66 (738.1 examples/sec; 0.173 sec/batch)
2017-03-26 00:39:42.062467: step 82470, loss = 0.72 (730.1 examples/sec; 0.175 sec/batch)
2017-03-26 00:39:43.795906: step 82480, loss = 0.62 (738.4 examples/sec; 0.173 sec/batch)
2017-03-26 00:39:45.530447: step 82490, loss = 0.71 (737.9 examples/sec; 0.173 sec/batch)
2017-03-26 00:39:47.426056: step 82500, loss = 0.62 (675.2 examples/sec; 0.190 sec/batch)
2017-03-26 00:39:49.042883: step 82510, loss = 0.78 (791.7 examples/sec; 0.162 sec/batch)
2017-03-26 00:39:50.787291: step 82520, loss = 0.61 (733.8 examples/sec; 0.174 sec/batch)
2017-03-26 00:39:52.520630: step 82530, loss = 0.67 (738.5 examples/sec; 0.173 sec/batch)
2017-03-26 00:39:54.257991: step 82540, loss = 0.61 (736.8 examples/sec; 0.174 sec/batch)
2017-03-26 00:39:56.002881: step 82550, loss = 0.70 (733.7 examples/sec; 0.174 sec/batch)
2017-03-26 00:39:57.733006: step 82560, loss = 0.60 (739.7 examples/sec; 0.173 sec/batch)
2017-03-26 00:39:59.478839: step 82570, loss = 0.56 (733.2 examples/sec; 0.175 sec/batch)
2017-03-26 00:40:01.234287: step 82580, loss = 0.84 (729.2 examples/sec; 0.176 sec/batch)
2017-03-26 00:40:02.984925: step 82590, loss = 0.73 (731.2 examples/sec; 0.175 sec/batch)
2017-03-26 00:40:04.904416: step 82600, loss = 0.64 (667.0 examples/sec; 0.192 sec/batch)
2017-03-26 00:40:06.526195: step 82610, loss = 0.69 (789.0 examples/sec; 0.162 sec/batch)
2017-03-26 00:40:08.276328: step 82620, loss = 0.70 (731.4 examples/sec; 0.175 sec/batch)
2017-03-26 00:40:10.010951: step 82630, loss = 0.93 (737.9 examples/sec; 0.173 sec/batch)
2017-03-26 00:40:11.768922: step 82640, loss = 0.66 (728.1 examples/sec; 0.176 sec/batch)
2017-03-26 00:40:13.507610: step 82650, loss = 0.72 (736.2 examples/sec; 0.174 sec/batch)
2017-03-26 00:40:15.245517: step 82660, loss = 0.57 (736.5 examples/sec; 0.174 sec/batch)
2017-03-26 00:40:16.993407: step 82670, loss = 0.62 (732.5 examples/sec; 0.175 sec/batch)
2017-03-26 00:40:18.727505: step 82680, loss = 0.70 (738.0 examples/sec; 0.173 sec/batch)
2017-03-26 00:40:20.468633: step 82690, loss = 0.87 (735.2 examples/sec; 0.174 sec/batch)
2017-03-26 00:40:22.371017: step 82700, loss = 0.59 (672.8 examples/sec; 0.190 sec/batch)
2017-03-26 00:40:23.986665: step 82710, loss = 0.84 (792.3 examples/sec; 0.162 sec/batch)
2017-03-26 00:40:25.744467: step 82720, loss = 0.89 (728.2 examples/sec; 0.176 sec/batch)
2017-03-26 00:40:27.500053: step 82730, loss = 0.72 (729.2 examples/sec; 0.176 sec/batch)
2017-03-26 00:40:29.231804: step 82740, loss = 0.74 (739.1 examples/sec; 0.173 sec/batch)
2017-03-26 00:40:30.973265: step 82750, loss = 0.69 (735.0 examples/sec; 0.174 sec/batch)
2017-03-26 00:40:32.713747: step 82760, loss = 0.65 (735.4 examples/sec; 0.174 sec/batch)
2017-03-26 00:40:34.452241: step 82770, loss = 0.70 (736.3 examples/sec; 0.174 sec/batch)
2017-03-26 00:40:36.191660: step 82780, loss = 0.72 (735.9 examples/sec; 0.174 sec/batch)
2017-03-26 00:40:37.937833: step 82790, loss = 0.79 (733.0 examples/sec; 0.175 sec/batch)
2017-03-26 00:40:39.831196: step 82800, loss = 0.80 (676.0 examples/sec; 0.189 sec/batch)
2017-03-26 00:40:41.456357: step 82810, loss = 0.70 (787.6 examples/sec; 0.163 sec/batch)
2017-03-26 00:40:43.201045: step 82820, loss = 0.67 (733.7 examples/sec; 0.174 sec/batch)
2017-03-26 00:40:44.946127: step 82830, loss = 0.69 (733.5 examples/sec; 0.175 sec/batch)
2017-03-26 00:40:46.694861: step 82840, loss = 0.68 (732.0 examples/sec; 0.175 sec/batch)
2017-03-26 00:40:48.438212: step 82850, loss = 0.66 (734.4 examples/sec; 0.174 sec/batch)
2017-03-26 00:40:50.175425: step 82860, loss = 0.79 (736.7 examples/sec; 0.174 sec/batch)
2017-03-26 00:40:51.913739: step 82870, loss = 0.80 (736.3 examples/sec; 0.174 sec/batch)
2017-03-26 00:40:53.660316: step 82880, loss = 0.76 (732.9 examples/sec; 0.175 sec/batch)
2017-03-26 00:40:55.427549: step 82890, loss = 0.70 (724.3 examples/sec; 0.177 sec/batch)
2017-03-26 00:40:57.372510: step 82900, loss = 0.70 (658.1 examples/sec; 0.194 sec/batch)
2017-03-26 00:40:58.977733: step 82910, loss = 0.80 (797.4 examples/sec; 0.161 sec/batch)
2017-03-26 00:41:00.730880: step 82920, loss = 0.70 (730.1 examples/sec; 0.175 sec/batch)
2017-03-26 00:41:02.471433: step 82930, loss = 0.74 (735.4 examples/sec; 0.174 sec/batch)
2017-03-26 00:41:04.211820: step 82940, loss = 0.74 (735.5 examples/sec; 0.174 sec/batch)
2017-03-26 00:41:05.955863: step 82950, loss = 0.61 (733.9 examples/sec; 0.174 sec/batch)
2017-03-26 00:41:07.697411: step 82960, loss = 0.92 (735.0 examples/sec; 0.174 sec/batch)
2017-03-26 00:41:09.447877: step 82970, loss = 0.60 (731.2 examples/sec; 0.175 sec/batch)
2017-03-26 00:41:11.193282: step 82980, loss = 0.69 (733.4 examples/sec; 0.175 sec/batch)
2017-03-26 00:41:12.950100: step 82990, loss = 0.85 (728.6 examples/sec; 0.176 sec/batch)
2017-03-26 00:41:14.860658: step 83000, loss = 0.74 (670.1 examples/sec; 0.191 sec/batch)
2017-03-26 00:41:16.465068: step 83010, loss = 0.80 (797.6 examples/sec; 0.160 sec/batch)
2017-03-26 00:41:18.196702: step 83020, loss = 0.81 (739.2 examples/sec; 0.173 sec/batch)
2017-03-26 00:41:19.943805: step 83030, loss = 0.69 (732.6 examples/sec; 0.175 sec/batch)
2017-03-26 00:41:21.695676: step 83040, loss = 0.84 (730.8 examples/sec; 0.175 sec/batch)
2017-03-26 00:41:23.440854: step 83050, loss = 0.61 (733.3 examples/sec; 0.175 sec/batch)
2017-03-26 00:41:25.171807: step 83060, loss = 0.73 (739.6 examples/sec; 0.173 sec/batch)
2017-03-26 00:41:26.905340: step 83070, loss = 0.70 (738.3 examples/sec; 0.173 sec/batch)
2017-03-26 00:41:28.660458: step 83080, loss = 0.71 (729.4 examples/sec; 0.175 sec/batch)
2017-03-26 00:41:30.388364: step 83090, loss = 0.85 (740.7 examples/sec; 0.173 sec/batch)
2017-03-26 00:41:32.276120: step 83100, loss = 0.76 (678.4 examples/sec; 0.189 sec/batch)
2017-03-26 00:41:33.914639: step 83110, loss = 0.58 (780.7 examples/sec; 0.164 sec/batch)
2017-03-26 00:41:35.655871: step 83120, loss = 0.65 (735.1 examples/sec; 0.174 sec/batch)
2017-03-26 00:41:37.388211: step 83130, loss = 0.65 (739.0 examples/sec; 0.173 sec/batch)
2017-03-26 00:41:39.124251: step 83140, loss = 0.75 (737.2 examples/sec; 0.174 sec/batch)
2017-03-26 00:41:40.875149: step 83150, loss = 0.66 (731.0 examples/sec; 0.175 sec/batch)
2017-03-26 00:41:42.601689: step 83160, loss = 0.90 (741.4 examples/sec; 0.173 sec/batch)
2017-03-26 00:41:44.333660: step 83170, loss = 0.75 (739.0 examples/sec; 0.173 sec/batch)
2017-03-26 00:41:46.074917: step 83180, loss = 0.74 (735.1 examples/sec; 0.174 sec/batch)
2017-03-26 00:41:47.812146: step 83190, loss = 0.73 (736.8 examples/sec; 0.174 sec/batch)
2017-03-26 00:41:49.780031: step 83200, loss = 0.81 (650.4 examples/sec; 0.197 sec/batch)
2017-03-26 00:41:51.313462: step 83210, loss = 0.70 (834.7 examples/sec; 0.153 sec/batch)
2017-03-26 00:41:53.053827: step 83220, loss = 0.69 (735.5 examples/sec; 0.174 sec/batch)
2017-03-26 00:41:54.798982: step 83230, loss = 0.62 (733.5 examples/sec; 0.175 sec/batch)
2017-03-26 00:41:56.536829: step 83240, loss = 0.84 (736.5 examples/sec; 0.174 sec/batch)
2017-03-26 00:41:58.269253: step 83250, loss = 0.58 (738.9 examples/sec; 0.173 sec/batch)
2017-03-26 00:41:59.992731: step 83260, loss = 0.65 (742.6 examples/sec; 0.172 sec/batch)
2017-03-26 00:42:01.742148: step 83270, loss = 0.73 (731.7 examples/sec; 0.175 sec/batch)
2017-03-26 00:42:03.473336: step 83280, loss = 0.71 (739.4 examples/sec; 0.173 sec/batch)
2017-03-26 00:42:05.207699: step 83290, loss = 0.88 (738.0 examples/sec; 0.173 sec/batch)
2017-03-26 00:42:07.122531: step 83300, loss = 0.71 (668.5 examples/sec; 0.191 sec/batch)
2017-03-26 00:42:08.715385: step 83310, loss = 0.85 (803.6 examples/sec; 0.159 sec/batch)
2017-03-26 00:42:10.452742: step 83320, loss = 0.73 (736.8 examples/sec; 0.174 sec/batch)
2017-03-26 00:42:12.193137: step 83330, loss = 0.67 (735.5 examples/sec; 0.174 sec/batch)
2017-03-26 00:42:13.928354: step 83340, loss = 0.67 (737.7 examples/sec; 0.174 sec/batch)
2017-03-26 00:42:15.674623: step 83350, loss = 0.64 (733.0 examples/sec; 0.175 sec/batch)
2017-03-26 00:42:17.433324: step 83360, loss = 0.79 (727.8 examples/sec; 0.176 sec/batch)
2017-03-26 00:42:19.173158: step 83370, loss = 0.66 (735.7 examples/sec; 0.174 sec/batch)
2017-03-26 00:42:20.914258: step 83380, loss = 0.70 (735.3 examples/sec; 0.174 sec/batch)
2017-03-26 00:42:22.642292: step 83390, loss = 0.83 (740.5 examples/sec; 0.173 sec/batch)
2017-03-26 00:42:24.525589: step 83400, loss = 0.71 (679.7 examples/sec; 0.188 sec/batch)
2017-03-26 00:42:26.142865: step 83410, loss = 0.68 (791.6 examples/sec; 0.162 sec/batch)
2017-03-26 00:42:27.871797: step 83420, loss = 0.59 (740.2 examples/sec; 0.173 sec/batch)
2017-03-26 00:42:29.597454: step 83430, loss = 0.82 (741.7 examples/sec; 0.173 sec/batch)
2017-03-26 00:42:31.343549: step 83440, loss = 0.79 (733.1 examples/sec; 0.175 sec/batch)
2017-03-26 00:42:33.076581: step 83450, loss = 0.90 (738.6 examples/sec; 0.173 sec/batch)
2017-03-26 00:42:34.810773: step 83460, loss = 0.80 (738.1 examples/sec; 0.173 sec/batch)
2017-03-26 00:42:36.549698: step 83470, loss = 0.84 (736.1 examples/sec; 0.174 sec/batch)
2017-03-26 00:42:38.287424: step 83480, loss = 0.73 (736.6 examples/sec; 0.174 sec/batch)
2017-03-26 00:42:40.034203: step 83490, loss = 0.76 (732.8 examples/sec; 0.175 sec/batch)
2017-03-26 00:42:41.935283: step 83500, loss = 0.73 (673.3 examples/sec; 0.190 sec/batch)
2017-03-26 00:42:43.541778: step 83510, loss = 0.80 (796.8 examples/sec; 0.161 sec/batch)
2017-03-26 00:42:45.284731: step 83520, loss = 0.76 (734.4 examples/sec; 0.174 sec/batch)
2017-03-26 00:42:47.024474: step 83530, loss = 0.72 (736.0 examples/sec; 0.174 sec/batch)
2017-03-26 00:42:48.780068: step 83540, loss = 0.55 (728.8 examples/sec; 0.176 sec/batch)
2017-03-26 00:42:50.517095: step 83550, loss = 0.60 (736.9 examples/sec; 0.174 sec/batch)
2017-03-26 00:42:52.258690: step 83560, loss = 0.62 (735.0 examples/sec; 0.174 sec/batch)
2017-03-26 00:42:54.005474: step 83570, loss = 0.62 (732.8 examples/sec; 0.175 sec/batch)
2017-03-26 00:42:55.750852: step 83580, loss = 0.68 (733.4 examples/sec; 0.175 sec/batch)
2017-03-26 00:42:57.486874: step 83590, loss = 0.56 (737.3 examples/sec; 0.174 sec/batch)
2017-03-26 00:42:59.374795: step 83600, loss = 0.78 (678.3 examples/sec; 0.189 sec/batch)
2017-03-26 00:43:01.014728: step 83610, loss = 0.58 (780.1 examples/sec; 0.164 sec/batch)
2017-03-26 00:43:02.760139: step 83620, loss = 0.62 (733.4 examples/sec; 0.175 sec/batch)
2017-03-26 00:43:04.510960: step 83630, loss = 0.92 (731.1 examples/sec; 0.175 sec/batch)
2017-03-26 00:43:06.256965: step 83640, loss = 0.82 (733.1 examples/sec; 0.175 sec/batch)
2017-03-26 00:43:07.984915: step 83650, loss = 0.75 (740.8 examples/sec; 0.173 sec/batch)
2017-03-26 00:43:09.723497: step 83660, loss = 0.58 (736.2 examples/sec; 0.174 sec/batch)
2017-03-26 00:43:11.457944: step 83670, loss = 0.67 (738.0 examples/sec; 0.173 sec/batch)
2017-03-26 00:43:13.202583: step 83680, loss = 0.62 (733.7 examples/sec; 0.174 sec/batch)
2017-03-26 00:43:14.941389: step 83690, loss = 0.59 (736.2 examples/sec; 0.174 sec/batch)
2017-03-26 00:43:16.835184: step 83700, loss = 0.68 (675.8 examples/sec; 0.189 sec/batch)
2017-03-26 00:43:18.470778: step 83710, loss = 0.67 (782.6 examples/sec; 0.164 sec/batch)
2017-03-26 00:43:20.216076: step 83720, loss = 0.66 (733.4 examples/sec; 0.175 sec/batch)
2017-03-26 00:43:21.966519: step 83730, loss = 0.60 (731.2 examples/sec; 0.175 sec/batch)
2017-03-26 00:43:23.692242: step 83740, loss = 0.70 (741.7 examples/sec; 0.173 sec/batch)
2017-03-26 00:43:25.430187: step 83750, loss = 0.59 (736.5 examples/sec; 0.174 sec/batch)
2017-03-26 00:43:27.171573: step 83760, loss = 0.78 (735.0 examples/sec; 0.174 sec/batch)
2017-03-26 00:43:28.922841: step 83770, loss = 0.71 (730.9 examples/sec; 0.175 sec/batch)
2017-03-26 00:43:30.659595: step 83780, loss = 0.82 (737.0 examples/sec; 0.174 sec/batch)
2017-03-26 00:43:32.412546: step 83790, loss = 0.62 (730.2 examples/sec; 0.175 sec/batch)
2017-03-26 00:43:34.321429: step 83800, loss = 0.81 (670.8 examples/sec; 0.191 sec/batch)
2017-03-26 00:43:35.940891: step 83810, loss = 0.75 (790.0 examples/sec; 0.162 sec/batch)
2017-03-26 00:43:37.677091: step 83820, loss = 0.70 (737.2 examples/sec; 0.174 sec/batch)
2017-03-26 00:43:39.413480: step 83830, loss = 0.78 (737.2 examples/sec; 0.174 sec/batch)
2017-03-26 00:43:41.163962: step 83840, loss = 0.87 (731.2 examples/sec; 0.175 sec/batch)
2017-03-26 00:43:42.914138: step 83850, loss = 0.81 (731.4 examples/sec; 0.175 sec/batch)
2017-03-26 00:43:44.665533: step 83860, loss = 0.79 (730.8 examples/sec; 0.175 sec/batch)
2017-03-26 00:43:46.421088: step 83870, loss = 0.78 (729.1 examples/sec; 0.176 sec/batch)
2017-03-26 00:43:48.169619: step 83880, loss = 0.67 (732.0 examples/sec; 0.175 sec/batch)
2017-03-26 00:43:49.907022: step 83890, loss = 0.76 (736.7 examples/sec; 0.174 sec/batch)
2017-03-26 00:43:51.871539: step 83900, loss = 0.73 (651.6 examples/sec; 0.196 sec/batch)
2017-03-26 00:43:53.431420: step 83910, loss = 0.71 (820.6 examples/sec; 0.156 sec/batch)
2017-03-26 00:43:55.175001: step 83920, loss = 0.65 (734.1 examples/sec; 0.174 sec/batch)
2017-03-26 00:43:56.918538: step 83930, loss = 0.84 (734.1 examples/sec; 0.174 sec/batch)
2017-03-26 00:43:58.654714: step 83940, loss = 0.82 (737.3 examples/sec; 0.174 sec/batch)
2017-03-26 00:44:00.396921: step 83950, loss = 0.67 (734.7 examples/sec; 0.174 sec/batch)
2017-03-26 00:44:02.161148: step 83960, loss = 0.65 (725.5 examples/sec; 0.176 sec/batch)
2017-03-26 00:44:03.901000: step 83970, loss = 0.68 (735.7 examples/sec; 0.174 sec/batch)
2017-03-26 00:44:05.646819: step 83980, loss = 0.67 (733.4 examples/sec; 0.175 sec/batch)
2017-03-26 00:44:07.391292: step 83990, loss = 0.67 (733.6 examples/sec; 0.174 sec/batch)
2017-03-26 00:44:09.307100: step 84000, loss = 0.58 (668.2 examples/sec; 0.192 sec/batch)
2017-03-26 00:44:10.911487: step 84010, loss = 0.65 (797.5 examples/sec; 0.160 sec/batch)
2017-03-26 00:44:12.656201: step 84020, loss = 0.69 (733.7 examples/sec; 0.174 sec/batch)
2017-03-26 00:44:14.400873: step 84030, loss = 0.69 (733.6 examples/sec; 0.174 sec/batch)
2017-03-26 00:44:16.142250: step 84040, loss = 0.74 (735.1 examples/sec; 0.174 sec/batch)
2017-03-26 00:44:17.882080: step 84050, loss = 0.59 (735.7 examples/sec; 0.174 sec/batch)
2017-03-26 00:44:19.629565: step 84060, loss = 0.62 (732.5 examples/sec; 0.175 sec/batch)
2017-03-26 00:44:21.379801: step 84070, loss = 0.74 (731.3 examples/sec; 0.175 sec/batch)
2017-03-26 00:44:23.120354: step 84080, loss = 0.75 (735.4 examples/sec; 0.174 sec/batch)
2017-03-26 00:44:24.865537: step 84090, loss = 0.70 (733.4 examples/sec; 0.175 sec/batch)
2017-03-26 00:44:26.758337: step 84100, loss = 0.66 (676.2 examples/sec; 0.189 sec/batch)
2017-03-26 00:44:28.378510: step 84110, loss = 0.75 (790.1 examples/sec; 0.162 sec/batch)
2017-03-26 00:44:30.140126: step 84120, loss = 0.78 (726.5 examples/sec; 0.176 sec/batch)
2017-03-26 00:44:31.880250: step 84130, loss = 0.70 (735.6 examples/sec; 0.174 sec/batch)
